,Number,OwnerName,Location,LocationAddress,LocationCity,LocationState,LocationZip,County,Status,NextInspectionDue,NextInspectionDueOther,MachineType,Manufacturer,UnitType,InsertedAt,LastSeen
9868,4000287,COLUMBIA COLLEGE,COLUMBIA COLLEGE EDENS LIBRARY,1401 COLA. COLLEGE DR,COLUMBIA,SC,29203,RICHLAND,Active,2019-07-24 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:37.8869383 +00:00,2018-10-05 09:03:37.8869259 +00:00
9869,4000288,COLUMBIA COLLEGE,COLUMBIA COLLEGE GODBOLD BUILDING,1401 COLA.COLLEGE DR,COLUMBIA,SC,29203,RICHLAND,Active,2019-07-24 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:38.6970051 +00:00,2018-10-05 09:03:38.6969894 +00:00
9870,4000289,COLUMBIA COLLEGE,COLUMBIA COLLGE SPEARS MUSIC &amp; ARTS,1401 COLA.COLLEGE DR,COLUMBIA,SC,29203,RICHLAND,Active,2019-07-24 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:39.5121022 +00:00,2018-10-05 09:03:39.5120858 +00:00
9871,4000290,COLUMBIA COLLEGE,COLUMBIA COLLEGE,1401 COLA.COLLEGE DRIVE,COLUMBIA,SC,29203,RICHLAND,Destroyed,2009-07-31 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 09:03:40.2900253 +00:00,2018-10-05 09:03:40.2900097 +00:00
9872,4000294,CAPROCQ CORE REAL ESTATE FUND LP,2000 CENTER POINT ROAD,2000 CENTER POINT ROAD,COLUMBIA,SC,29210,RICHLAND,Active,2019-07-23 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 09:03:41.1048001 +00:00,2018-10-05 09:03:41.1047784 +00:00
9873,4000295,CAPROCQ CORE REAL ESTATE FUND LP,2000 CENTER POINT ROAD,2000 CENTER POINT ROAD,COLUMBIA,SC,29210,RICHLAND,Active,2019-07-23 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 09:03:41.8692776 +00:00,2018-10-05 09:03:41.8692511 +00:00
9874,4000296,STANDISH ASSOCIATES,MEDICAL COMPLEX BUILDING,4100 N. MAIN STREET,COLUMBIA,SC,29203,RICHLAND,Active,2019-05-17 00:00:00.0000000,,Hydraulic,WESTINGHOUSE,Passenger,2018-10-05 09:03:42.6457407 +00:00,2018-10-05 09:03:42.6457184 +00:00
9875,4000297,"PROVIDENCE HOSPITAL, LLC",PROVIDENCE HOSPITAL -PRK GARAGE,2435 FOREST DRIVE,COLUMBIA,SC,29204,RICHLAND,Active,2019-08-15 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:43.4585800 +00:00,2018-10-05 09:03:43.4585662 +00:00
9876,4000298,MIDLANDS ORTHOPEDICS,MIDLANDS ORTHOPEDICS,1910 BLANDING STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-07-27 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:44.2292978 +00:00,2018-10-05 09:03:44.2292731 +00:00
9877,4000299,USC ,1600 HAMPTON BUILDING,1415 HENDERSON STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-03-30 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:44.9641104 +00:00,2018-10-05 09:03:44.9640944 +00:00
9878,4000300,ALLISON SPILKA,SHARKYS,636 HARDEN STREET,COLUMBIA,SC,29205,RICHLAND,Destroyed,2005-12-01 00:00:00.0000000,,Other,OTHER,Dumbwaiter,2018-10-05 09:03:45.7253211 +00:00,2018-10-05 09:03:45.7253066 +00:00
9879,4000301,WESTINGHOUSE ELECTRIC CO,MANUFACTURING EXPANSION,5801 BLUFF ROAD,COLUMBIA,SC,29250,RICHLAND,Active,2018-01-18 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Dumbwaiter,2018-10-05 09:03:46.4618337 +00:00,2018-10-05 09:03:46.4618207 +00:00
9880,4000302,SCDOT,PEARMAN BUILDING,955 PARK STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:03:47.2165410 +00:00,2018-10-05 09:03:47.2165192 +00:00
9881,4000303,SCDOT,PEARMAN BUILDING,955 PARK STREET,COLUMBIA,SC,29202,RICHLAND,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:03:48.0340339 +00:00,2018-10-05 09:03:48.0340099 +00:00
9882,4000304,SCDOT,PEARMAN BUILDING,955 PARK STREET,C0LUMBIA,SC,29202,RICHLAND,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:03:48.7950876 +00:00,2018-10-05 09:03:48.7950653 +00:00
9883,4000305,SCDOT,PEARMAN BUILDING,955 PARK STREET,C0LUMBIA,SC,29202,RICHLAND,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:03:49.6134022 +00:00,2018-10-05 09:03:49.6133836 +00:00
9884,4000306,SCDOT,PEARMAN BUILDING,955 PARK STREET,COLUMBIA,SC,29201,RICHLAND,Destroyed,2002-04-18 00:00:00.0000000,,Hydraulic,WESTINGHOUSE,Passenger,2018-10-05 09:03:50.3987660 +00:00,2018-10-05 09:03:50.3987444 +00:00
9885,4000307,MARION STREET PROPERTIES,MARION STREET BUILDING,1612 MARION STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-02-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:03:51.1832719 +00:00,2018-10-05 09:03:51.1832491 +00:00
9886,4000308,MARION STREET PROPERTIES,1612 MARION STREET,1612 MARION STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-02-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:03:51.9696703 +00:00,2018-10-05 09:03:51.9696501 +00:00
9887,4000309,FRANK HOUSTON,CMM RESTAURANT PROPERTY,1825 ST. JULIAN PLACE,COLUMBIA,SC,29204,RICHLAND,Temp Decom,2018-08-28 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:52.7200131 +00:00,2018-10-05 09:03:52.7199916 +00:00
9888,4000310,"GLICK COMPANY., INC.",CARRIAGE HOUSE APARTMENTS,100 AMSTERDAM DRIVE,COLUMBIA,SC,29210,RICHLAND,Active,2018-02-24 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:53.5119969 +00:00,2018-10-05 09:03:53.5119851 +00:00
9889,4000311,SEARS,SEARS,7201 TWO NOTCH ROAD,COLUMBIA,SC,29223,RICHLAND,Temp Decom,2018-04-07 00:00:00.0000000,,CHAIN,OTIS ELEVATOR,Escalator,2018-10-05 09:03:54.2618181 +00:00,2018-10-05 09:03:54.2617997 +00:00
9890,4000312,SEARS,SEARS,7201 TWO NOTCH ROAD,COLUMBIA,SC,29223,RICHLAND,Temp Decom,2018-04-07 00:00:00.0000000,,CHAIN,OTIS ELEVATOR,Escalator,2018-10-05 09:03:55.0157021 +00:00,2018-10-05 09:03:55.0156861 +00:00
9891,4000313,SEARS,SEARS,7201 TWO NOTCH ROAD,COLUMBIA,SC,29204,RICHLAND,Temp Decom,2018-04-07 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:55.7638014 +00:00,2018-10-05 09:03:55.7637879 +00:00
9892,4000314,SEARS,SEARS,7201 TWO NOTCH ROAD,COLUMBIA,SC,29223,RICHLAND,Temp Decom,2018-04-07 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Freight,2018-10-05 09:03:56.5333132 +00:00,2018-10-05 09:03:56.5332988 +00:00
9893,4000316,USC FOUNDATIONS,USC FOUNDATIONS,PO BOX 11610,COLUMBIA,SC,29211,RICHLAND,Active,2019-09-07 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:03:57.3016111 +00:00,2018-10-05 09:03:57.3015968 +00:00
9894,4000317,400 LAUREL LLC,400 LAUREL STREET ,400 LAUREL STREET,COLUMBIA,SC,29201,RICHLAND,Active,2018-04-12 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:03:58.0513063 +00:00,2018-10-05 09:03:58.0512884 +00:00
9895,4000318,400 LAUREL LLC,400 LAUREL STREET ,400 LAUREL STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-04-11 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:03:58.7939251 +00:00,2018-10-05 09:03:58.7939029 +00:00
9896,4000319,400 LAUREL LLC,400 LAUREL STREET ,400 LAUREL STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-04-11 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:03:59.5466861 +00:00,2018-10-05 09:03:59.5466750 +00:00
9897,4000320,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:00.3130643 +00:00,2018-10-05 09:04:00.3130368 +00:00
9898,4000321,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:01.1220086 +00:00,2018-10-05 09:04:01.1219886 +00:00
9899,4000322,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2015-11-05 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:01.9074269 +00:00,2018-10-05 09:04:01.9074148 +00:00
9900,4000323,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONAIL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2015-11-05 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:02.6855056 +00:00,2018-10-05 09:04:02.6854761 +00:00
9901,4000324,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:03.4997542 +00:00,2018-10-05 09:04:03.4997366 +00:00
9902,4000325,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:04.2836504 +00:00,2018-10-05 09:04:04.2836334 +00:00
9903,4000326,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:05.0979897 +00:00,2018-10-05 09:04:05.0979681 +00:00
9904,4000327,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:05.8689931 +00:00,2018-10-05 09:04:05.8689715 +00:00
9905,4000328,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:06.6550362 +00:00,2018-10-05 09:04:06.6550101 +00:00
9906,4000329,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:07.4179355 +00:00,2018-10-05 09:04:07.4179090 +00:00
9907,4000330,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONAIL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:08.1810906 +00:00,2018-10-05 09:04:08.1810744 +00:00
9908,4000331,UNUM PROVIDENT,UNUM PROVIDENT,1200 COLONIAL LIFE BLVD.,COLUMBIA,SC,29210,RICHLAND,Active,2018-11-06 00:00:00.0000000,,Hydraulic,SOUTHEASTERN,Passenger,2018-10-05 09:04:08.9550420 +00:00,2018-10-05 09:04:08.9550292 +00:00
9909,4000332,MIDDLEBOROUGH HPR,MIDDLEBOROUGH APARTMENTS,1825 ST. JULIAN PLACE,COLUMBIA,SC,29204,RICHLAND,Active,2019-09-27 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:09.7237208 +00:00,2018-10-05 09:04:09.7237083 +00:00
9910,4000333,MIDDLEBOROUGH HPR,MIDDLEBOROUGH APARTMENTS,1825 ST.JULIAN PLACE,COLUMBIA,SC,29204,RICHLAND,Active,2019-09-27 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:10.4941430 +00:00,2018-10-05 09:04:10.4941231 +00:00
9911,4000334,MIDDLEBOROUGH HPR,MIDDLEBOROUGH APARTMENTS,1825 ST. JULIAN PLACE,COLUMBIA,SC,29204,RICHLAND,Active,2019-09-27 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:11.2433072 +00:00,2018-10-05 09:04:11.2432914 +00:00
9912,4000335,BAKER &amp; BAKER,900 ASSEMBLY BUILDING,900 ASSEMBLY STREET,COLUMBIA,SC,29201,RICHLAND,Destroyed,2006-04-29 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:11.9767240 +00:00,2018-10-05 09:04:11.9767024 +00:00
9913,4000336,HOMEOWNER ASSOCIATION OFFICE,1600 PARK CIRCLE,1600 PARK CIRCLE,COLUMBIA,SC,29201,RICHLAND,Active,2019-04-17 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:04:12.7121801 +00:00,2018-10-05 09:04:12.7121657 +00:00
9914,4000337,HOMEOWNER ASSOCIATION OFFICE,1600 PARK CIRCLE,1600 PARK CIRCLE,COLUMBIA,SC,29201,RICHLAND,Active,2019-04-17 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:04:13.4411981 +00:00,2018-10-05 09:04:13.4411811 +00:00
9915,4000338,USC ,1600 HAMPTON BUILDING,1600 HAMPTON STRTEET,COLLUMBIA,SC,29201,RICHLAND,Active,2019-03-30 00:00:00.0000000,,Hydraulic,OTHER,Freight,2018-10-05 09:04:14.1823606 +00:00,2018-10-05 09:04:14.1823448 +00:00
9916,4000339,USC ,LAW ENFORCEMENT SAFETY,1501 SENATE STREET,COLUMBIA,SC,29201,RICHLAND,Temp Decom,2014-10-11 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Freight,2018-10-05 09:04:14.9575662 +00:00,2018-10-05 09:04:14.9575489 +00:00
9917,4000340,THE COLUMBIA COMPANY,CHURCH HILL PLACE APTS.,4909 FAIRFIELD ROAD,COLUMBIA,SC,29203,RICHLAND,Destroyed,2003-06-20 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:04:15.7157808 +00:00,2018-10-05 09:04:15.7157653 +00:00
9918,4000341,BONITZ CONTRACTING CO.,BONITZ CONTRACTING CO.,645 ROSEWOOD DRIVE,COLUMBIA,SC,29202,RICHLAND,Active,2019-09-25 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:04:16.5321316 +00:00,2018-10-05 09:04:16.5321110 +00:00
9919,4000342,PRINCE HALL GRAND LODGE,PRINCE HALL GRAND LODGE,2324 GERVAIS STREET,COLUMBIA,SC,29204,RICHLAND,Active,2019-09-10 00:00:00.0000000,,Hydraulic,PARK MANUFACTURING,Passenger,2018-10-05 09:04:17.2933721 +00:00,2018-10-05 09:04:17.2933599 +00:00
9920,4000343,THE NAVIGATOR CORP.,CHRISTOPHER TOWERS,1805 DEVINE STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-09-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:18.0610465 +00:00,2018-10-05 09:04:18.0610191 +00:00
9921,4000344,THE NAVIGATOR CORP.,CHRISTOPHER TOWERS,1805 DEVINE STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-09-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:18.8258534 +00:00,2018-10-05 09:04:18.8258403 +00:00
9922,4000345,CB RICHARD ELLIS,1333 MAIN OFFICE BUILDING,1333 MAIN STREET,COLUMBIA,SC,29201,RICHLAND,Active,2019-06-25 00:00:00.0000000,,TRACTION W/STEEL ROPES,GENERAL,Passenger,2018-10-05 09:04:19.6083093 +00:00,2018-10-05 09:04:19.6082890 +00:00
9923,4000346,COLUMBIA HOUSING AUTHORITY,MARION STREET HIGHRISE,1930 MARION STREET,COLUMBIA,SC,29240,RICHLAND,Active,2019-03-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:20.3671280 +00:00,2018-10-05 09:04:20.3671069 +00:00
9924,4000347,COLUMBIA HOUSING AUTHORITY,MARION STREET HIGHRISE,1930 MARION STREET,COLUMBIA,SC,29240,RICHLAND,Active,2019-03-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:21.1197189 +00:00,2018-10-05 09:04:21.1197024 +00:00
9925,4000348,USC ,USC - GAMBRELL HALL,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-27 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 09:04:21.8976063 +00:00,2018-10-05 09:04:21.8975881 +00:00
9926,4000349,USC ,USC - GAMBRELL HALL,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-27 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 09:04:22.7081917 +00:00,2018-10-05 09:04:22.7081752 +00:00
9927,4000350,USC ,USC - BYRNES INTERNATIONAL,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-04-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:23.4471192 +00:00,2018-10-05 09:04:23.4471020 +00:00
9928,4000351,USC ,USC - BYRNES INTERNATIONAL,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-04-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:24.1932398 +00:00,2018-10-05 09:04:24.1932253 +00:00
9929,4000352,USC ,USC - BYRNES INTERNATIONAL,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-04-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:25.0832277 +00:00,2018-10-05 09:04:25.0832101 +00:00
9930,4000353,USC ,USC - BUSINESS ADMIN. BLDG.,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Passenger,2018-10-05 09:04:26.6327793 +00:00,2018-10-05 09:04:26.6327613 +00:00
9931,4000354,USC ,USC - BUSINESS ADMIN. BLDG.,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Passenger,2018-10-05 09:04:28.9012311 +00:00,2018-10-05 09:04:28.9012133 +00:00
9932,4000355,USC ,USC - BUSINESS ADMIN. BLDG.,743 GREENE STREET,C0LUMBIA,SC,29208,RICHLAND,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Passenger,2018-10-05 09:04:29.6563460 +00:00,2018-10-05 09:04:29.6563330 +00:00
9933,4000356,USC ,USC - BUSINESS ADMIN. BLDG.,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Passenger,2018-10-05 09:04:30.3982948 +00:00,2018-10-05 09:04:30.3982801 +00:00
9934,4000357,USC ,USC - BUSINESS ADMIN. BLDG.,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Passenger,2018-10-05 09:04:31.1367478 +00:00,2018-10-05 09:04:31.1367302 +00:00
9935,4000358,USC ,USC - BUSINESS ADMIN. BLDG.,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:31.8698835 +00:00,2018-10-05 09:04:31.8698611 +00:00
9936,4000359,USC ,USC - CAROLINIANA LIBRARY,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-03-05 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:32.6162635 +00:00,2018-10-05 09:04:32.6162414 +00:00
9937,4000360,USC ,USC - DAVIS COLLEGE,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-11-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 09:04:33.3645320 +00:00,2018-10-05 09:04:33.3645177 +00:00
9938,4000361,USC ,USC - LECONTE COLLEGE,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:34.1446117 +00:00,2018-10-05 09:04:34.1445985 +00:00
9939,4000362,USC ,USC - PETIGRU COLLEGE,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:34.9059573 +00:00,2018-10-05 09:04:34.9059359 +00:00
9940,4000363,USC ,USC - PETIGRU COLLEGE,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-28 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 09:04:35.6958318 +00:00,2018-10-05 09:04:35.6958171 +00:00
9941,4000364,USC ,USC - DESAUSSURE COLLEGE,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-11-30 00:00:00.0000000,,Hydraulic,SOUTHEASTERN,Passenger,2018-10-05 09:04:36.4656062 +00:00,2018-10-05 09:04:36.4655047 +00:00
9942,4000365,USC ,USC - BARNWELL COLLEGE,743 GREENE STREET ,C0LUMBIA,SC,29208,RICHLAND,Active,2019-02-28 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:04:37.2228375 +00:00,2018-10-05 09:04:37.2228162 +00:00
9943,4000366,USC ,USC - PHYSICAL SCIENCE CTR.,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-04-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:37.9760502 +00:00,2018-10-05 09:04:37.9760385 +00:00
9944,4000367,USC ,USC - PHYSICAL SCIENCE CTR.,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-04-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:38.7134902 +00:00,2018-10-05 09:04:38.7134770 +00:00
9945,4000368,USC ,USC - THOMAS COOPER LIBRARY,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-11-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:39.4652161 +00:00,2018-10-05 09:04:39.4652018 +00:00
9946,4000369,USC ,USC - THOMAS COOPER LIBRARY,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-11-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:40.2133220 +00:00,2018-10-05 09:04:40.2133009 +00:00
9947,4000370,USC ,USC - THOMAS COOPER LIBRARY,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-10-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:40.9911928 +00:00,2018-10-05 09:04:40.9911776 +00:00
9948,4000371,USC ,USC - THOMAS COOPER LIBRARY,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2018-11-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:41.7633636 +00:00,2018-10-05 09:04:41.7633462 +00:00
9949,4000372,USC ,USC - WILLIAMS BRICE NURSING,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:42.5481467 +00:00,2018-10-05 09:04:42.5481169 +00:00
9950,4000373,USC ,USC - WILLIAMS BRICE NURSING,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:43.3301189 +00:00,2018-10-05 09:04:43.3300959 +00:00
9951,4000374,USC ,USC - WILLIAMS BRICE NURSING,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 09:04:44.0730983 +00:00,2018-10-05 09:04:44.0730840 +00:00
9952,4000375,USC ,USC - STUDENT FINANCIAL AID,1714 COLLEGE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-27 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:04:44.8320919 +00:00,2018-10-05 09:04:44.8320755 +00:00
9953,4000376,USC ,USC - GAMBRELL HALL,743 GREENE STREET,COLUMBIA,SC,29208,RICHLAND,Active,2019-02-27 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 09:04:45.6253291 +00:00,2018-10-05 09:04:45.6253122 +00:00
